Gender,Education_Level,Years_of_Experience,Country,Race,Job_Title,Salary
1,0,1.0,2,9,29,35000.0
1,3,8.0,2,9,38,95000.0
0,3,19.0,0,9,56,150000.0
1,0,5.0,1,1,31,50000.0
0,3,14.0,4,9,53,100000.0
0,3,15.0,4,1,16,110000.0
1,0,9.0,3,9,39,95000.0
1,3,6.0,4,1,48,90000.0
0,0,0.5,4,9,32,35000.0
1,3,6.0,0,1,50,95000.0
0,0,3.0,0,2,24,45000.0
1,3,10.0,1,9,55,120000.0
0,0,17.0,2,6,46,100000.0
1,3,25.0,3,7,9,180000.0
0,5,16.0,3,7,49,140000.0
0,3,9.0,4,0,51,95000.0
1,0,18.0,3,9,36,110000.0
0,0,4.0,4,9,33,50000.0
1,3,8.0,1,9,62,105000.0
0,3,21.0,3,9,10,160000.0
1,5,22.0,4,5,59,160000.0
1,0,1.0,3,7,28,35000.0
1,3,19.0,1,3,58,140000.0
0,0,4.0,1,9,26,50000.0
1,0,7.0,0,1,21,60000.0
0,3,14.0,0,9,56,120000.0
1,0,2.0,4,9,19,40000.0
0,3,13.0,0,2,54,110000.0
1,0,5.0,4,5,29,50000.0
1,0,20.0,2,9,46,135000.0
1,0,8.0,0,1,48,90000.0
0,5,16.0,2,4,49,150000.0
1,0,4.0,3,8,39,60000.0
1,3,19.0,1,3,44,175000.0
0,5,18.0,0,1,37,140000.0
0,3,9.0,1,9,53,95000.0
0,0,5.0,4,1,22,50000.0
1,3,7.0,2,6,36,115000.0
1,0,2.0,0,9,30,40000.0
0,0,12.0,4,1,47,90000.0
1,0,7.0,2,9,33,80000.0
0,3,13.0,2,6,52,120000.0
1,0,1.5,2,9,20,35000.0
0,0,4.0,2,6,23,50000.0
1,3,9.0,2,6,60,105000.0
1,0,2.0,1,1,25,40000.0
1,0,16.0,3,9,58,140000.0
0,3,1.5,1,1,4,45000.0
0,5,18.0,3,1,54,140000.0
0,0,10.0,3,1,17,80000.0
1,3,20.0,4,1,10,170000.0
0,0,2.0,3,8,28,40000.0
1,3,9.0,2,4,48,105000.0
1,0,2.0,4,5,38,40000.0
1,0,14.0,2,4,39,130000.0
0,3,6.0,1,9,50,95000.0
0,5,22.0,2,6,9,180000.0
0,0,3.0,0,2,61,45000.0
1,0,7.0,2,4,55,95000.0
1,0,2.0,4,0,19,40000.0
0,0,11.0,1,1,33,90000.0
1,5,17.0,3,1,3,155000.0
1,3,9.0,1,1,62,110000.0
1,0,3.0,3,9,23,45000.0
1,0,16.0,4,1,46,130000.0
0,5,17.0,3,7,34,160000.0
1,0,4.0,2,4,24,50000.0
0,0,10.0,0,1,36,120000.0
0,0,2.0,2,6,25,40000.0
0,5,15.0,2,4,37,150000.0
1,0,2.0,4,1,20,40000.0
0,0,8.0,4,9,53,85000.0
1,0,14.0,2,4,60,130000.0
0,5,22.0,0,2,10,180000.0
1,0,1.5,3,1,19,35000.0
0,0,12.0,2,4,47,100000.0
1,3,19.0,4,5,9,170000.0
1,0,7.0,4,5,38,100000.0
0,3,13.0,2,9,52,140000.0
1,0,2.0,0,2,22,40000.0
0,0,11.0,3,9,54,105000.0
1,5,18.0,1,9,49,160000.0
0,0,5.0,0,1,36,70000.0
1,0,15.0,1,1,58,120000.0
0,3,1.5,2,9,42,50000.0
0,5,13.0,1,9,54,140000.0
1,0,3.0,0,9,28,45000.0
0,0,9.0,3,8,50,100000.0
1,3,16.0,0,1,62,140000.0
0,5,18.0,1,9,56,160000.0
1,0,1.5,0,2,19,40000.0
0,0,10.0,2,6,55,120000.0
1,5,19.0,3,1,3,150000.0
0,0,6.0,4,1,32,70000.0
1,0,8.0,4,9,36,95000.0
0,3,21.0,1,9,9,180000.0
1,0,3.0,1,3,22,50000.0
1,3,20.0,1,9,10,170000.0
0,0,2.0,4,9,25,40000.0
0,5,15.0,2,6,37,150000.0
1,0,2.0,4,1,20,40000.0
0,0,8.0,1,9,53,85000.0
1,0,14.0,0,2,60,130000.0
0,5,22.0,0,9,10,180000.0
0,0,10.0,4,0,12,120000.0
1,5,18.0,2,4,49,160000.0
0,0,3.0,0,9,25,50000.0
1,0,12.0,1,3,36,110000.0
0,0,1.5,4,0,28,40000.0
1,0,4.0,2,6,36,60000.0
0,0,9.0,2,9,33,110000.0
0,0,4.0,3,8,26,60000.0
1,0,8.0,0,2,50,90000.0
0,3,20.0,3,7,9,180000.0
1,0,2.0,0,2,19,40000.0
0,0,9.0,3,1,58,120000.0
1,5,17.0,3,1,3,160000.0
0,0,5.0,3,7,22,70000.0
1,0,8.0,0,1,55,95000.0
0,3,21.0,3,7,10,180000.0
1,3,19.0,1,9,9,170000.0
0,0,1.5,0,9,20,35000.0
1,0,9.0,1,9,12,100000.0
0,5,15.0,2,9,37,150000.0
1,0,4.0,1,3,19,60000.0
0,0,8.0,2,4,53,85000.0
1,0,13.0,1,9,60,130000.0
1,0,4.0,2,4,38,65000.0
0,0,10.0,0,1,48,110000.0
1,5,21.0,4,1,10,180000.0
0,3,14.0,3,8,56,140000.0
1,0,4.0,2,6,22,60000.0
0,0,12.0,0,1,54,130000.0
1,5,16.0,0,1,49,160000.0
0,0,2.0,0,9,23,40000.0
1,0,9.0,3,7,53,100000.0
0,3,20.0,4,5,8,180000.0
1,0,3.0,1,3,39,55000.0
0,0,5.0,3,7,26,70000.0
1,0,8.0,2,4,48,95000.0
0,3,21.0,2,9,9,180000.0
0,0,12.0,0,9,58,120000.0
1,3,19.0,3,9,9,170000.0
0,0,1.5,0,9,20,35000.0
1,0,9.0,0,1,12,100000.0
0,5,15.0,0,1,37,150000.0
1,0,4.0,3,9,19,60000.0
0,0,8.0,1,3,53,85000.0
1,0,13.0,0,9,60,130000.0
0,0,2.0,3,8,23,40000.0
0,3,16.0,1,3,54,160000.0
0,0,12.0,1,9,58,130000.0
0,0,2.0,0,2,32,40000.0
1,0,9.0,3,1,36,100000.0
0,5,15.0,4,0,49,150000.0
1,0,3.0,1,9,25,55000.0
0,0,10.0,2,9,48,110000.0
1,3,21.0,2,4,9,180000.0
0,0,3.0,2,6,20,50000.0
1,0,12.0,0,9,50,130000.0
1,0,4.0,1,1,38,60000.0
0,0,8.0,2,6,54,95000.0
1,3,19.0,2,4,10,170000.0
0,0,2.0,3,7,39,40000.0
0,5,15.0,3,9,48,150000.0
0,0,8.0,0,9,12,90000.0
1,3,18.0,2,6,9,170000.0
0,0,3.0,3,1,22,50000.0
1,0,14.0,1,9,55,150000.0
1,0,4.0,1,3,19,60000.0
0,0,8.0,1,1,53,85000.0
0,0,1.0,1,1,36,35000.0
0,5,16.0,2,4,49,160000.0
1,0,3.0,1,3,25,55000.0
0,0,10.0,1,3,48,110000.0
1,3,21.0,1,1,9,180000.0
0,0,3.0,1,3,20,50000.0
1,0,12.0,4,9,50,130000.0
1,0,4.0,1,9,38,60000.0
0,0,8.0,3,8,54,95000.0
1,3,19.0,3,8,10,170000.0
0,0,2.0,0,2,39,40000.0
0,5,15.0,3,8,48,150000.0
0,0,8.0,2,4,12,90000.0
1,3,18.0,1,1,9,170000.0
0,0,3.0,1,3,22,50000.0
1,0,14.0,2,4,55,150000.0
1,0,4.0,3,8,19,60000.0
0,0,8.0,2,9,53,85000.0
1,3,19.0,2,9,10,170000.0
0,0,2.0,4,1,39,40000.0
0,5,15.0,3,9,48,150000.0
1,3,6.0,0,9,4,160000.0
0,0,3.0,1,3,63,125000.0
1,3,2.0,2,9,38,120000.0
0,0,2.0,3,7,3,110000.0
1,5,5.0,2,6,4,180000.0
0,0,4.0,0,9,63,140000.0
1,0,7.0,4,1,38,170000.0
0,3,1.0,2,9,3,100000.0
1,5,8.0,3,7,4,190000.0
0,0,6.0,3,8,63,155000.0
1,3,3.0,1,3,38,130000.0
0,0,5.0,4,0,3,145000.0
1,5,2.0,4,0,4,115000.0
0,0,4.0,4,5,63,140000.0
1,0,9.0,2,4,38,185000.0
0,3,1.0,0,2,3,100000.0
1,5,8.0,1,3,4,190000.0
0,0,6.0,3,8,63,155000.0
1,3,3.0,0,9,38,130000.0
0,0,5.0,0,9,3,145000.0
1,0,3.0,2,6,63,125000.0
0,3,2.0,4,9,38,120000.0
1,0,2.0,4,0,3,110000.0
0,5,5.0,2,6,4,180000.0
1,0,4.0,4,5,63,140000.0
1,0,7.0,2,4,38,170000.0
0,3,1.0,0,1,3,100000.0
1,5,8.0,1,1,4,190000.0
0,0,6.0,0,2,63,155000.0
1,3,3.0,1,1,38,130000.0
0,0,5.0,1,1,3,145000.0
1,5,2.0,3,1,4,115000.0
0,0,4.0,0,9,63,140000.0
1,0,9.0,1,9,38,185000.0
0,3,1.0,2,9,3,100000.0
1,5,8.0,3,9,4,190000.0
0,0,6.0,0,2,63,155000.0
1,3,3.0,1,1,38,130000.0
0,0,5.0,1,9,3,145000.0
1,0,3.0,0,1,63,125000.0
0,3,2.0,4,9,38,120000.0
1,0,2.0,0,9,3,110000.0
0,5,5.0,1,3,4,180000.0
1,0,4.0,0,1,63,140000.0
1,0,7.0,4,0,38,170000.0
0,3,1.0,1,3,3,100000.0
1,5,8.0,0,2,4,190000.0
0,0,6.0,2,4,63,155000.0
1,3,3.0,3,7,38,130000.0
0,0,5.0,2,9,3,145000.0
1,5,2.0,0,2,4,115000.0
0,0,4.0,2,6,63,140000.0
1,0,9.0,2,6,38,185000.0
0,3,1.0,2,4,3,100000.0
1,5,8.0,4,1,4,190000.0
0,0,6.0,0,1,63,155000.0
1,3,3.0,0,2,38,130000.0
0,0,5.0,0,2,3,145000.0
1,0,3.0,1,3,63,125000.0
0,3,2.0,3,1,38,120000.0
1,0,2.0,2,9,3,110000.0
0,5,5.0,4,0,4,180000.0
1,0,4.0,1,1,63,140000.0
1,0,7.0,2,6,38,170000.0
0,3,1.0,0,1,3,100000.0
1,5,8.0,4,1,4,190000.0
0,0,6.0,2,4,63,155000.0
1,3,3.0,4,5,38,130000.0
0,0,5.0,4,9,3,145000.0
1,5,2.0,2,6,4,115000.0
0,0,4.0,4,0,63,140000.0
1,0,9.0,2,4,38,185000.0
0,3,1.0,3,7,3,100000.0
1,5,8.0,3,8,4,190000.0
0,0,6.0,0,1,63,155000.0
1,3,3.0,4,1,38,130000.0
0,0,5.0,0,9,3,145000.0
1,5,2.0,2,6,4,115000.0
0,0,4.0,4,5,63,140000.0
1,0,9.0,3,7,38,185000.0
0,3,1.0,0,2,3,100000.0
1,5,8.0,2,4,4,190000.0
0,0,6.0,4,5,63,155000.0
1,3,3.0,1,1,38,130000.0
0,0,5.0,0,1,3,145000.0
1,0,3.0,0,1,63,125000.0
0,3,2.0,0,2,38,120000.0
1,0,2.0,0,1,3,110000.0
0,5,5.0,4,1,4,180000.0
1,0,4.0,4,5,63,140000.0
1,0,7.0,1,9,38,170000.0
0,3,1.0,3,8,3,100000.0
1,5,8.0,2,6,4,190000.0
0,0,6.0,4,1,63,155000.0
1,3,3.0,3,7,38,130000.0
0,0,5.0,0,9,3,145000.0
1,5,2.0,0,1,4,115000.0
0,0,4.0,2,6,63,140000.0
1,0,9.0,2,6,38,185000.0
0,3,1.0,1,1,3,100000.0
1,5,8.0,3,7,4,190000.0
0,0,6.0,3,8,63,155000.0
1,3,3.0,3,1,38,130000.0
0,0,5.0,2,4,3,145000.0
1,5,2.0,3,8,4,115000.0
0,0,4.0,2,4,63,140000.0
1,0,9.0,2,9,38,185000.0
0,3,1.0,3,9,3,100000.0
1,5,8.0,3,7,4,190000.0
0,0,6.0,2,4,63,155000.0
1,3,3.0,1,9,38,130000.0
0,0,5.0,4,9,3,145000.0
1,5,2.0,3,7,4,115000.0
0,0,4.0,4,9,63,140000.0
1,0,9.0,0,1,38,185000.0
0,3,1.0,0,1,3,100000.0
1,5,8.0,1,1,4,190000.0
0,0,6.0,0,2,63,155000.0
1,3,3.0,1,1,38,130000.0
0,0,5.0,2,4,3,145000.0
1,5,2.0,0,9,4,115000.0
0,0,4.0,2,4,63,140000.0
1,0,9.0,1,9,38,185000.0
0,3,1.0,2,6,3,100000.0
1,5,8.0,3,7,4,190000.0
0,0,6.0,4,9,63,155000.0
1,3,3.0,0,9,38,130000.0
0,0,5.0,4,5,3,145000.0
1,5,2.0,3,8,4,115000.0
0,0,4.0,1,1,63,140000.0
1,0,9.0,0,2,38,185000.0
1,0,3.0,0,2,3,130000.0
0,3,6.0,3,1,4,180000.0
1,0,8.0,0,9,63,190000.0
0,0,4.0,3,8,38,150000.0
1,0,1.0,2,4,3,90000.0
0,3,9.0,3,1,4,195000.0
1,0,5.0,2,9,63,160000.0
0,3,11.0,4,0,38,198000.0
1,0,2.0,4,5,3,110000.0
0,5,7.0,2,6,4,185000.0
1,0,4.0,3,7,63,140000.0
0,3,12.0,2,4,38,196000.0
1,0,1.0,2,6,3,95000.0
0,5,10.0,0,9,4,193000.0
1,0,6.0,0,9,63,175000.0
0,0,5.0,0,9,38,160000.0
1,0,3.0,1,3,3,130000.0
0,3,6.0,2,6,4,180000.0
1,0,5.0,4,0,63,160000.0
0,3,11.0,3,7,38,198000.0
1,0,1.0,2,9,3,90000.0
0,5,7.0,1,9,4,185000.0
1,0,4.0,1,3,63,140000.0
0,3,12.0,1,9,38,196000.0
1,0,2.0,2,4,3,110000.0
0,3,6.0,4,9,4,180000.0
1,0,8.0,0,9,63,190000.0
0,0,4.0,2,9,38,150000.0
1,0,9.0,2,6,3,195000.0
0,0,5.0,0,1,63,160000.0
1,3,11.0,3,9,38,198000.0
0,0,3.0,0,9,3,130000.0
1,5,7.0,4,0,4,185000.0
0,0,4.0,3,8,63,140000.0
1,3,12.0,2,6,38,196000.0
0,0,2.0,2,6,3,110000.0
1,0,8.0,3,1,63,190000.0
0,3,6.0,4,9,4,180000.0
1,0,5.0,4,0,3,160000.0
0,3,11.0,4,9,38,198000.0
1,0,1.0,4,0,3,90000.0
0,5,9.0,0,9,4,195000.0
1,0,5.0,0,1,63,160000.0
0,0,4.0,3,9,38,150000.0
1,0,3.0,1,9,3,130000.0
0,3,6.0,1,9,4,180000.0
1,0,8.0,2,9,63,190000.0
0,3,11.0,3,9,38,198000.0
1,0,2.0,0,9,3,110000.0
0,5,7.0,4,1,4,185000.0
1,0,4.0,2,4,63,140000.0
0,3,12.0,3,7,38,196000.0
1,0,9.0,1,1,3,195000.0
0,0,5.0,2,9,63,160000.0
1,0,3.0,0,2,3,130000.0
0,3,6.0,2,9,4,180000.0
1,0,8.0,0,2,63,190000.0
0,3,11.0,0,2,38,198000.0
1,0,1.0,2,9,3,90000.0
1,0,4.0,0,1,63,140000.0
0,0,2.0,0,9,3,110000.0
0,5,7.0,4,1,4,185000.0
1,0,9.0,3,1,3,195000.0
0,0,5.0,1,1,63,160000.0
1,0,3.0,1,9,3,130000.0
0,3,6.0,4,5,4,180000.0
1,0,8.0,0,2,63,190000.0
0,3,11.0,1,1,38,198000.0
1,0,1.0,3,8,3,90000.0
1,0,4.0,4,5,63,140000.0
0,0,2.0,4,0,3,110000.0
0,5,7.0,0,1,4,185000.0
1,0,9.0,2,4,3,195000.0
0,0,5.0,1,1,63,160000.0
1,0,3.0,3,1,3,130000.0
0,3,6.0,1,1,4,180000.0
1,0,8.0,2,9,63,190000.0
0,3,11.0,1,9,38,198000.0
1,0,1.0,2,6,3,90000.0
1,0,4.0,2,6,63,140000.0
0,0,2.0,4,5,3,110000.0
0,5,7.0,4,5,4,185000.0
1,0,9.0,3,1,3,195000.0
0,0,5.0,0,1,63,160000.0
1,0,3.0,0,2,3,130000.0
0,3,6.0,0,1,4,180000.0
1,0,8.0,0,1,63,190000.0
0,3,11.0,2,9,38,198000.0
1,0,1.0,1,9,3,90000.0
1,0,4.0,4,9,63,140000.0
1,0,2.0,3,9,3,125000.0
0,3,6.0,1,1,4,175000.0
1,0,8.0,3,9,63,190000.0
0,0,4.0,3,8,38,150000.0
1,0,1.0,3,7,3,95000.0
1,3,9.0,1,9,4,195000.0
1,0,5.0,4,0,63,160000.0
0,3,11.0,0,9,38,198000.0
1,0,3.0,1,1,3,130000.0
0,5,7.0,2,4,4,185000.0
1,0,4.0,0,9,63,140000.0
0,3,12.0,3,1,38,196000.0
1,0,1.0,1,1,3,90000.0
0,5,10.0,1,3,4,193000.0
1,0,6.0,4,5,63,170000.0
0,0,5.0,2,9,38,160000.0
1,0,3.0,1,1,3,135000.0
0,3,6.0,1,9,4,180000.0
1,0,5.0,3,7,63,160000.0
0,3,11.0,1,3,38,198000.0
1,0,1.0,0,9,3,90000.0
0,5,7.0,2,6,4,185000.0
1,0,4.0,0,2,63,140000.0
0,3,12.0,4,1,38,196000.0
1,0,2.0,2,6,3,115000.0
0,3,6.0,1,1,4,180000.0
1,0,8.0,2,6,63,190000.0
0,0,4.0,4,0,38,150000.0
1,0,9.0,3,1,3,195000.0
0,0,5.0,3,1,63,160000.0
1,3,11.0,3,7,38,198000.0
0,0,3.0,1,1,3,130000.0
1,5,7.0,3,8,4,185000.0
0,0,4.0,1,9,63,140000.0
1,3,12.0,2,6,38,196000.0
0,0,2.0,0,1,3,110000.0
1,0,8.0,1,3,63,190000.0
0,3,6.0,2,9,4,180000.0
1,0,5.0,2,4,3,160000.0
0,3,11.0,3,8,38,198000.0
1,0,1.0,1,1,3,90000.0
0,5,9.0,0,1,4,195000.0
1,0,5.0,1,3,63,160000.0
0,0,4.0,4,1,38,150000.0
1,0,3.0,1,3,3,130000.0
0,3,6.0,1,3,4,180000.0
1,0,8.0,3,9,63,190000.0
0,3,11.0,4,0,38,198000.0
1,0,2.0,3,8,3,110000.0
0,5,7.0,3,9,4,185000.0
1,0,4.0,1,9,63,140000.0
0,3,12.0,3,8,38,196000.0
1,0,9.0,2,4,3,195000.0
0,0,5.0,1,3,63,160000.0
1,0,3.0,2,6,3,130000.0
0,3,6.0,1,3,4,180000.0
1,0,8.0,1,9,63,190000.0
0,3,11.0,3,1,38,198000.0
1,0,1.0,2,6,3,90000.0
1,0,4.0,1,3,63,140000.0
0,0,2.0,3,9,3,110000.0
0,5,7.0,0,1,4,185000.0
1,0,9.0,4,5,3,195000.0
0,0,5.0,0,2,63,160000.0
1,0,3.0,0,1,3,130000.0
0,3,6.0,1,1,4,180000.0
1,0,8.0,3,1,63,190000.0
0,3,11.0,3,8,38,198000.0
1,0,1.0,1,3,3,90000.0
1,0,4.0,1,3,63,140000.0
0,0,2.0,0,9,3,110000.0
0,5,7.0,4,9,4,185000.0
1,0,9.0,2,6,3,195000.0
0,0,5.0,1,9,63,160000.0
1,0,3.0,2,9,3,130000.0
0,3,6.0,0,1,4,180000.0
1,0,8.0,4,0,63,190000.0
0,3,11.0,4,5,38,198000.0
1,0,1.0,0,9,3,90000.0
1,0,4.0,4,1,63,140000.0
1,0,1.0,4,9,3,90000.0
0,3,4.0,1,1,4,150000.0
1,0,8.0,2,9,63,190000.0
0,0,3.0,0,2,38,125000.0
1,0,2.0,2,4,3,110000.0
1,3,7.0,4,5,4,180000.0
1,0,5.0,3,1,63,160000.0
0,3,10.0,2,6,38,195000.0
1,0,3.0,3,8,3,130000.0
0,5,6.0,1,9,4,170000.0
1,0,4.0,4,1,63,140000.0
0,3,11.0,0,2,38,196000.0
1,0,1.0,1,1,3,92000.0
0,5,9.0,0,2,4,195000.0
1,0,6.0,3,7,63,170000.0
0,0,5.0,1,1,38,160000.0
1,0,3.0,3,9,3,135000.0
0,3,6.0,2,6,4,180000.0
1,0,5.0,1,1,63,165000.0
0,3,11.0,0,2,38,198000.0
1,0,1.0,3,1,3,95000.0
0,5,7.0,4,0,4,185000.0
1,0,4.0,4,0,63,140000.0
0,3,12.0,0,2,38,196000.0
1,0,2.0,4,1,3,115000.0
0,3,6.0,1,9,4,180000.0
1,0,8.0,1,1,63,190000.0
0,0,4.0,4,1,38,150000.0
1,0,9.0,4,1,3,195000.0
0,0,5.0,0,9,63,160000.0
1,3,11.0,2,6,38,198000.0
0,0,3.0,0,1,3,130000.0
1,5,7.0,3,8,4,185000.0
0,0,4.0,0,1,63,140000.0
1,3,12.0,1,1,38,196000.0
0,0,2.0,1,9,3,110000.0
1,0,8.0,0,1,63,190000.0
0,3,6.0,4,5,4,180000.0
1,0,5.0,3,9,3,160000.0
0,3,11.0,3,7,38,198000.0
1,0,1.0,2,9,3,90000.0
0,5,9.0,4,5,4,195000.0
1,0,5.0,1,9,63,160000.0
0,0,4.0,2,6,38,150000.0
1,0,3.0,4,1,3,130000.0
0,3,6.0,2,6,4,180000.0
1,0,8.0,4,5,63,190000.0
0,3,11.0,4,5,38,198000.0
1,0,2.0,0,9,3,110000.0
0,5,7.0,1,1,4,185000.0
1,0,4.0,4,9,63,140000.0
0,3,12.0,4,1,38,196000.0
1,0,9.0,1,1,3,195000.0
0,0,5.0,3,7,63,160000.0
1,0,3.0,0,2,3,130000.0
0,3,6.0,0,1,4,180000.0
1,0,8.0,3,1,63,190000.0
0,3,11.0,4,1,38,198000.0
1,0,1.0,0,9,3,90000.0
1,0,4.0,2,4,63,140000.0
0,0,2.0,0,9,3,110000.0
0,5,7.0,1,3,4,185000.0
1,0,9.0,1,3,3,195000.0
0,0,5.0,1,1,63,160000.0
1,0,3.0,4,1,3,130000.0
0,3,6.0,0,1,4,180000.0
1,0,8.0,4,1,63,190000.0
0,3,11.0,4,9,38,198000.0
1,0,1.0,0,1,3,90000.0
1,0,4.0,3,8,63,140000.0
0,0,2.0,0,2,3,110000.0
0,5,7.0,3,7,4,185000.0
1,0,9.0,3,8,3,195000.0
0,0,5.0,2,6,63,160000.0
1,0,3.0,2,4,3,130000.0
0,3,6.0,0,1,4,180000.0
1,0,8.0,3,9,63,190000.0
0,3,11.0,2,6,38,198000.0
1,0,1.0,2,4,3,90000.0
1,0,4.0,1,1,63,140000.0
0,0,2.0,1,9,3,110000.0
0,5,7.0,1,1,4,185000.0
1,0,9.0,4,9,3,195000.0
0,0,5.0,3,1,63,160000.0
1,0,3.0,1,1,3,130000.0
0,3,6.0,0,9,4,180000.0
1,0,8.0,3,1,63,190000.0
0,3,11.0,2,4,38,198000.0
1,0,1.0,2,9,3,90000.0
1,0,4.0,2,6,63,140000.0
0,0,2.0,0,1,3,110000.0
0,5,7.0,2,4,4,185000.0
1,0,9.0,1,9,3,195000.0
0,0,5.0,4,9,63,160000.0
1,0,3.0,1,3,3,130000.0
0,3,6.0,1,3,4,180000.0
1,0,8.0,1,9,63,190000.0
0,3,11.0,4,9,38,198000.0
1,0,1.0,0,9,3,90000.0
1,0,4.0,2,4,63,140000.0
0,0,2.0,4,1,3,110000.0
0,5,7.0,3,1,4,185000.0
1,0,9.0,4,5,3,195000.0
0,0,5.0,4,0,63,160000.0
1,0,3.0,0,2,3,130000.0
0,3,6.0,4,0,4,180000.0
1,0,8.0,0,1,63,190000.0
0,3,11.0,3,9,38,198000.0
1,0,1.0,3,9,3,90000.0
1,0,4.0,2,6,63,140000.0
0,0,2.0,3,8,3,110000.0
0,5,7.0,0,2,4,185000.0
1,0,9.0,0,2,3,195000.0
0,0,5.0,0,1,63,160000.0
1,0,3.0,4,9,3,130000.0
0,3,6.0,4,0,4,180000.0
1,0,8.0,3,1,63,190000.0
0,3,11.0,1,3,38,198000.0
1,0,1.0,2,4,3,90000.0
1,0,4.0,1,9,63,140000.0
0,0,2.0,4,1,3,110000.0
0,5,7.0,3,8,4,185000.0
1,0,9.0,1,9,3,195000.0
0,0,5.0,3,7,63,160000.0
1,0,3.0,2,9,3,130000.0
0,3,6.0,0,2,4,180000.0
1,0,8.0,3,7,63,190000.0
0,3,11.0,4,1,38,198000.0
1,0,1.0,2,4,3,90000.0
1,0,4.0,3,7,63,140000.0
0,0,2.0,4,0,3,110000.0
0,5,7.0,2,6,4,185000.0
1,0,9.0,4,5,3,195000.0
0,0,5.0,3,8,63,160000.0
1,0,3.0,0,1,3,135000.0
1,0,8.0,2,9,63,190000.0
0,3,6.0,3,8,4,180000.0
1,0,5.0,3,1,3,160000.0
1,0,1.0,0,9,3,95000.0
0,3,11.0,0,2,38,196000.0
1,0,4.0,3,7,63,140000.0
1,0,3.0,4,0,3,130000.0
0,5,7.0,3,7,4,185000.0
1,0,9.0,4,9,3,195000.0
0,0,5.0,3,9,63,160000.0
0,0,3.0,1,1,3,130000.0
1,5,7.0,0,1,4,185000.0
0,0,4.0,1,3,38,150000.0
1,0,1.0,3,1,3,90000.0
1,3,11.0,4,0,38,198000.0
1,0,2.0,4,9,3,115000.0
1,0,5.0,2,6,63,165000.0
1,0,3.0,4,1,3,130000.0
0,3,6.0,1,1,4,180000.0
1,0,8.0,3,1,63,190000.0
0,3,11.0,4,5,38,198000.0
1,0,4.0,2,9,63,140000.0
0,3,6.0,0,1,4,180000.0
1,0,5.0,2,9,3,160000.0
1,0,1.0,2,9,3,92000.0
0,0,5.0,2,9,63,160000.0
1,0,3.0,0,2,3,130000.0
1,0,8.0,2,9,63,190000.0
0,3,11.0,0,1,38,198000.0
1,0,2.0,4,5,3,110000.0
0,5,7.0,3,9,4,185000.0
1,0,4.0,2,4,63,140000.0
0,3,12.0,3,1,38,196000.0
1,0,9.0,0,1,3,195000.0
0,0,5.0,2,6,63,160000.0
1,0,3.0,2,6,3,130000.0
0,3,6.0,3,1,4,180000.0
1,0,8.0,2,4,63,190000.0
0,3,11.0,2,4,38,198000.0
1,0,1.0,2,6,3,90000.0
1,0,4.0,4,0,63,140000.0
0,0,2.0,4,1,3,110000.0
0,5,7.0,3,7,4,185000.0
1,0,9.0,3,7,3,195000.0
0,0,5.0,4,1,63,160000.0
1,0,3.0,3,9,3,130000.0
0,3,6.0,3,9,4,180000.0
