Gender,Education_Level,Years_of_Experience,Country,Race,Job_Title_Vec_1,Job_Title_Vec_2,Job_Title_Vec_3,Job_Title_Vec_4,Job_Title_Vec_5,Salary
1,0,6.0,4,5,0,0,0,0,63,65000.0
0,0,11.0,4,1,0,0,0,0,24,70000.0
1,5,16.0,3,7,0,0,0,0,64,190000.0
1,0,2.0,2,6,0,0,0,0,65,40000.0
0,3,14.0,1,3,0,0,0,0,66,120000.0
1,0,10.0,4,1,0,0,0,0,14,95000.0
0,0,22.0,4,9,0,0,0,0,16,160000.0
1,3,6.0,4,0,0,0,0,0,67,100000.0
0,3,20.0,1,3,0,0,0,0,68,180000.0
0,0,3.0,0,9,0,0,0,0,69,55000.0
1,0,8.0,3,1,0,0,0,0,70,70000.0
0,3,13.0,4,9,0,0,0,0,2,80000.0
1,0,0.0,0,1,0,0,0,0,71,30000.0
0,0,2.0,0,1,0,0,0,0,72,40000.0
0,3,10.0,3,9,0,0,0,0,73,95000.0
1,0,2.0,1,9,0,0,0,0,74,45000.0
0,0,15.0,4,5,0,0,0,0,35,80000.0
1,3,21.0,1,1,0,0,0,0,75,135000.0
0,0,6.0,0,1,0,0,0,0,9,55000.0
1,5,11.0,3,7,0,0,0,0,76,120000.0
0,0,3.0,2,9,0,0,0,0,4,40000.0
1,0,18.0,3,8,0,0,0,0,77,105000.0
0,3,25.0,2,4,0,0,0,0,78,170000.0
1,0,7.0,0,2,0,0,0,0,21,75000.0
0,0,12.0,4,0,0,0,0,0,79,65000.0
1,5,22.0,0,1,0,0,0,0,80,160000.0
1,0,1.0,2,9,0,0,0,0,81,35000.0
0,3,10.0,3,1,0,0,0,0,82,90000.0
1,0,20.0,2,4,0,0,0,0,83,110000.0
0,0,5.0,0,1,0,0,0,0,50,45000.0
1,3,8.0,2,9,0,0,0,0,84,95000.0
0,3,19.0,0,9,0,0,0,0,85,150000.0
1,0,5.0,1,1,0,0,0,0,86,50000.0
0,3,13.0,3,8,0,0,0,0,87,80000.0
0,0,3.0,3,9,0,0,0,0,88,50000.0
1,0,7.0,4,1,0,0,0,0,89,60000.0
0,3,14.0,4,9,0,0,0,0,90,100000.0
1,0,2.0,4,5,0,0,0,0,91,40000.0
0,3,15.0,4,1,0,0,0,0,92,110000.0
1,0,9.0,3,9,0,0,0,0,93,95000.0
0,0,22.0,3,8,0,0,0,0,94,130000.0
1,3,6.0,4,1,0,0,0,0,95,90000.0
0,0,0.5,4,9,0,0,0,0,96,35000.0
1,3,6.0,0,1,0,0,0,0,62,95000.0
0,0,15.0,4,9,0,0,0,0,97,65000.0
1,5,20.0,4,5,0,0,0,0,98,170000.0
0,0,3.0,0,2,0,0,0,0,99,45000.0
1,3,10.0,1,9,0,0,0,0,100,120000.0
0,0,17.0,2,6,0,0,0,0,8,100000.0
1,3,25.0,3,7,0,0,0,0,46,180000.0
0,0,5.0,0,2,0,0,0,0,101,50000.0
1,0,11.0,2,9,0,0,0,0,48,80000.0
0,5,16.0,3,7,0,0,0,0,10,140000.0
1,0,2.0,3,9,0,0,0,0,57,40000.0
0,3,9.0,4,0,0,0,0,0,102,95000.0
1,0,18.0,3,9,0,0,0,0,103,110000.0
0,0,4.0,4,9,0,0,0,0,9,50000.0
1,3,8.0,1,9,0,0,0,0,104,105000.0
0,3,21.0,3,9,0,0,0,0,55,160000.0
1,0,3.0,2,9,0,0,0,0,105,45000.0
0,3,12.0,1,3,0,0,0,0,106,100000.0
1,5,22.0,4,5,0,0,0,0,107,160000.0
1,0,1.0,3,7,0,0,0,0,108,35000.0
0,0,10.0,1,3,0,0,0,0,42,55000.0
1,3,19.0,1,3,0,0,0,0,75,140000.0
0,0,4.0,1,9,0,0,0,0,109,50000.0
1,0,7.0,0,1,0,0,0,0,110,60000.0
0,3,14.0,0,9,0,0,0,0,111,120000.0
1,0,2.0,4,9,0,0,0,0,112,40000.0
0,3,13.0,0,2,0,0,0,0,78,110000.0
1,0,5.0,4,5,0,0,0,0,81,50000.0
1,0,20.0,2,9,0,0,0,0,113,135000.0
0,3,1.5,0,1,0,0,0,0,114,40000.0
1,0,8.0,0,1,0,0,0,0,95,90000.0
0,5,16.0,2,4,0,0,0,0,56,150000.0
1,0,4.0,3,8,0,0,0,0,115,60000.0
0,0,10.0,4,0,0,0,0,0,116,80000.0
1,3,19.0,1,3,0,0,0,0,117,175000.0
0,0,3.0,0,2,0,0,0,0,118,45000.0
1,3,11.0,1,3,0,0,0,0,119,120000.0
0,5,18.0,0,1,0,0,0,0,120,140000.0
1,0,2.0,4,1,0,0,0,0,121,35000.0
0,3,9.0,1,9,0,0,0,0,90,95000.0
1,0,14.0,4,0,0,0,0,0,122,110000.0
0,0,5.0,4,1,0,0,0,0,123,50000.0
1,3,7.0,2,6,0,0,0,0,124,115000.0
0,5,23.0,2,4,0,0,0,0,125,185000.0
1,0,2.0,0,9,0,0,0,0,126,40000.0
0,0,12.0,4,1,0,0,0,0,127,90000.0
1,3,21.0,4,1,0,0,0,0,128,175000.0
0,0,3.0,3,7,0,0,0,0,129,45000.0
1,0,7.0,2,9,0,0,0,0,130,80000.0
0,3,13.0,2,6,0,0,0,0,131,120000.0
1,0,1.5,2,9,0,0,0,0,132,35000.0
0,0,14.0,0,2,0,0,0,0,133,110000.0
1,5,18.0,1,3,0,0,0,0,134,150000.0
0,0,4.0,2,6,0,0,0,0,135,50000.0
1,3,9.0,2,6,0,0,0,0,67,105000.0
0,3,20.0,0,2,0,0,0,0,136,180000.0
1,0,2.0,1,1,0,0,0,0,137,40000.0
1,0,16.0,3,9,0,0,0,0,75,140000.0
0,3,1.5,1,1,0,0,0,0,138,45000.0
1,0,7.0,2,9,0,0,0,0,139,85000.0
0,5,18.0,3,1,0,0,0,0,78,140000.0
1,0,4.0,3,8,0,0,0,0,57,50000.0
0,0,10.0,3,1,0,0,0,0,140,80000.0
1,3,20.0,4,1,0,0,0,0,55,170000.0
0,0,2.0,3,8,0,0,0,0,108,40000.0
1,3,9.0,2,4,0,0,0,0,95,105000.0
0,5,15.0,4,5,0,0,0,0,141,145000.0
1,0,2.0,4,5,0,0,0,0,142,40000.0
0,0,8.0,4,0,0,0,0,0,143,85000.0
1,0,14.0,2,4,0,0,0,0,144,130000.0
0,3,6.0,1,9,0,0,0,0,62,95000.0
1,0,9.0,3,7,0,0,0,0,145,100000.0
0,5,22.0,2,6,0,0,0,0,146,180000.0
1,0,1.5,3,8,0,0,0,0,101,35000.0
0,0,12.0,4,0,0,0,0,0,147,95000.0
1,3,19.0,0,1,0,0,0,0,148,170000.0
0,0,3.0,0,2,0,0,0,0,149,45000.0
1,0,7.0,2,4,0,0,0,0,100,95000.0
0,3,13.0,3,8,0,0,0,0,150,120000.0
1,0,2.0,4,0,0,0,0,0,112,40000.0
0,0,11.0,1,1,0,0,0,0,130,90000.0
1,5,17.0,3,1,0,0,0,0,151,155000.0
0,0,5.0,0,1,0,0,0,0,74,55000.0
1,3,9.0,1,1,0,0,0,0,104,110000.0
0,3,21.0,3,7,0,0,0,0,152,180000.0
1,0,3.0,3,9,0,0,0,0,153,45000.0
1,0,16.0,4,1,0,0,0,0,113,130000.0
0,3,1.5,4,5,0,0,0,0,154,45000.0
1,0,7.0,1,9,0,0,0,0,116,90000.0
0,5,17.0,3,7,0,0,0,0,155,160000.0
1,0,4.0,2,4,0,0,0,0,99,50000.0
0,0,10.0,0,1,0,0,0,0,124,120000.0
1,3,20.0,0,2,0,0,0,0,136,170000.0
0,0,2.0,2,6,0,0,0,0,137,40000.0
1,3,9.0,2,9,0,0,0,0,156,110000.0
0,5,15.0,2,4,0,0,0,0,120,150000.0
1,0,2.0,4,1,0,0,0,0,132,40000.0
0,0,8.0,4,9,0,0,0,0,90,85000.0
1,0,14.0,2,4,0,0,0,0,67,130000.0
0,3,6.0,3,8,0,0,0,0,157,100000.0
1,0,9.0,1,9,0,0,0,0,87,95000.0
0,5,22.0,0,2,0,0,0,0,55,180000.0
1,0,1.5,3,1,0,0,0,0,158,35000.0
0,0,12.0,2,4,0,0,0,0,127,100000.0
1,3,19.0,4,5,0,0,0,0,46,170000.0
0,0,3.0,3,8,0,0,0,0,159,45000.0
1,0,7.0,4,5,0,0,0,0,160,100000.0
0,3,13.0,2,9,0,0,0,0,131,140000.0
1,0,2.0,0,2,0,0,0,0,123,40000.0
0,0,11.0,3,9,0,0,0,0,78,105000.0
1,5,18.0,1,9,0,0,0,0,56,160000.0
0,0,5.0,0,1,0,0,0,0,161,70000.0
1,3,9.0,0,2,0,0,0,0,162,120000.0
0,3,21.0,4,5,0,0,0,0,125,190000.0
1,0,3.0,1,3,0,0,0,0,114,45000.0
1,0,15.0,1,1,0,0,0,0,75,120000.0
0,3,1.5,2,9,0,0,0,0,163,50000.0
1,0,8.0,1,9,0,0,0,0,139,85000.0
0,5,13.0,1,9,0,0,0,0,78,140000.0
1,0,3.0,0,9,0,0,0,0,108,45000.0
0,0,9.0,3,8,0,0,0,0,62,100000.0
1,3,16.0,0,1,0,0,0,0,104,140000.0
0,0,5.0,1,1,0,0,0,0,101,70000.0
1,0,10.0,1,3,0,0,0,0,143,120000.0
0,5,18.0,1,9,0,0,0,0,85,160000.0
1,0,1.5,0,2,0,0,0,0,112,40000.0
0,0,10.0,2,6,0,0,0,0,100,120000.0
1,5,19.0,3,1,0,0,0,0,151,150000.0
0,0,6.0,4,1,0,0,0,0,96,70000.0
1,0,8.0,4,9,0,0,0,0,124,95000.0
0,3,21.0,1,9,0,0,0,0,46,180000.0
1,0,3.0,1,3,0,0,0,0,123,50000.0
0,0,11.0,4,0,0,0,0,0,87,95000.0
1,3,20.0,1,9,0,0,0,0,55,170000.0
0,0,2.0,4,9,0,0,0,0,137,40000.0
1,3,9.0,0,2,0,0,0,0,156,110000.0
0,5,15.0,2,6,0,0,0,0,120,150000.0
1,0,2.0,4,1,0,0,0,0,132,40000.0
0,0,8.0,1,9,0,0,0,0,90,85000.0
1,0,14.0,0,2,0,0,0,0,67,130000.0
0,3,6.0,0,2,0,0,0,0,157,100000.0
1,0,9.0,3,1,0,0,0,0,87,95000.0
0,5,22.0,0,9,0,0,0,0,55,180000.0
0,0,10.0,4,0,0,0,0,0,164,120000.0
1,5,18.0,2,4,0,0,0,0,56,160000.0
0,0,3.0,0,9,0,0,0,0,137,50000.0
1,0,12.0,1,3,0,0,0,0,124,110000.0
0,0,1.5,4,0,0,0,0,0,108,40000.0
1,0,8.0,3,9,0,0,0,0,143,95000.0
0,3,15.0,2,4,0,0,0,0,165,140000.0
1,0,4.0,2,6,0,0,0,0,161,60000.0
0,0,9.0,2,9,0,0,0,0,130,110000.0
1,5,16.0,0,1,0,0,0,0,166,150000.0
0,0,4.0,3,8,0,0,0,0,109,60000.0
1,0,8.0,0,2,0,0,0,0,62,90000.0
0,3,20.0,3,7,0,0,0,0,46,180000.0
1,0,2.0,0,2,0,0,0,0,112,40000.0
0,0,9.0,3,1,0,0,0,0,75,120000.0
1,5,17.0,3,1,0,0,0,0,151,160000.0
0,0,5.0,3,7,0,0,0,0,123,70000.0
1,0,8.0,0,1,0,0,0,0,100,95000.0
0,3,21.0,3,7,0,0,0,0,55,180000.0
1,0,3.0,4,5,0,0,0,0,101,50000.0
0,0,11.0,1,3,0,0,0,0,87,95000.0
1,3,19.0,1,9,0,0,0,0,46,170000.0
0,0,1.5,0,9,0,0,0,0,132,35000.0
1,0,9.0,1,9,0,0,0,0,164,100000.0
0,5,15.0,2,9,0,0,0,0,120,150000.0
1,0,4.0,1,3,0,0,0,0,112,60000.0
0,0,8.0,2,4,0,0,0,0,90,85000.0
1,0,13.0,1,9,0,0,0,0,67,130000.0
1,0,4.0,2,4,0,0,0,0,142,65000.0
0,0,10.0,0,1,0,0,0,0,95,110000.0
1,5,21.0,4,1,0,0,0,0,55,180000.0
0,0,2.0,0,2,0,0,0,0,114,40000.0
1,0,7.0,4,5,0,0,0,0,119,90000.0
0,3,14.0,3,8,0,0,0,0,85,140000.0
1,0,4.0,2,6,0,0,0,0,123,60000.0
0,0,12.0,0,1,0,0,0,0,78,130000.0
1,5,16.0,0,1,0,0,0,0,56,160000.0
0,0,2.0,0,9,0,0,0,0,167,40000.0
1,0,9.0,3,7,0,0,0,0,90,100000.0
0,3,20.0,4,5,0,0,0,0,168,180000.0
1,0,3.0,1,3,0,0,0,0,115,55000.0
0,0,9.0,1,1,0,0,0,0,169,120000.0
1,5,16.0,1,3,0,0,0,0,166,150000.0
0,0,5.0,3,7,0,0,0,0,109,70000.0
1,0,8.0,2,4,0,0,0,0,95,95000.0
0,3,21.0,2,9,0,0,0,0,46,180000.0
1,0,3.0,1,3,0,0,0,0,101,50000.0
0,0,12.0,0,9,0,0,0,0,75,120000.0
1,3,19.0,3,9,0,0,0,0,46,170000.0
0,0,1.5,0,9,0,0,0,0,132,35000.0
1,0,9.0,0,1,0,0,0,0,164,100000.0
0,5,15.0,0,1,0,0,0,0,120,150000.0
1,0,4.0,3,9,0,0,0,0,112,60000.0
0,0,8.0,1,3,0,0,0,0,90,85000.0
1,0,13.0,0,9,0,0,0,0,67,130000.0
0,3,6.0,1,9,0,0,0,0,157,80000.0
1,0,8.0,1,9,0,0,0,0,143,95000.0
0,0,2.0,3,8,0,0,0,0,135,40000.0
1,0,10.0,2,4,0,0,0,0,119,120000.0
0,3,16.0,1,3,0,0,0,0,78,160000.0
1,0,4.0,4,5,0,0,0,0,170,65000.0
0,0,12.0,1,9,0,0,0,0,75,130000.0
1,5,20.0,2,9,0,0,0,0,171,180000.0
0,0,2.0,0,2,0,0,0,0,96,40000.0
1,0,9.0,3,1,0,0,0,0,124,100000.0
0,5,15.0,4,0,0,0,0,0,56,150000.0
1,0,3.0,1,9,0,0,0,0,137,55000.0
0,0,10.0,2,9,0,0,0,0,95,110000.0
1,3,21.0,2,4,0,0,0,0,46,180000.0
0,0,3.0,2,6,0,0,0,0,132,50000.0
1,0,12.0,0,9,0,0,0,0,62,130000.0
0,5,16.0,0,1,0,0,0,0,141,160000.0
1,0,4.0,1,1,0,0,0,0,142,60000.0
0,0,8.0,2,6,0,0,0,0,78,95000.0
1,3,19.0,2,4,0,0,0,0,55,170000.0
0,0,2.0,3,7,0,0,0,0,115,40000.0
1,0,7.0,3,1,0,0,0,0,169,90000.0
0,5,15.0,3,9,0,0,0,0,95,150000.0
1,0,5.0,3,8,0,0,0,0,114,70000.0
0,0,8.0,0,9,0,0,0,0,164,90000.0
1,3,18.0,2,6,0,0,0,0,46,170000.0
0,0,3.0,3,1,0,0,0,0,123,50000.0
1,0,14.0,1,9,0,0,0,0,100,150000.0
0,5,16.0,1,1,0,0,0,0,166,160000.0
1,0,4.0,1,3,0,0,0,0,112,60000.0
0,0,8.0,1,1,0,0,0,0,90,85000.0
1,3,19.0,2,4,0,0,0,0,171,180000.0
0,0,1.0,1,1,0,0,0,0,161,35000.0
1,0,8.0,4,1,0,0,0,0,119,110000.0
0,5,16.0,2,4,0,0,0,0,56,160000.0
1,0,3.0,1,3,0,0,0,0,137,55000.0
0,0,10.0,1,3,0,0,0,0,95,110000.0
1,3,21.0,1,1,0,0,0,0,46,180000.0
0,0,3.0,1,3,0,0,0,0,132,50000.0
1,0,12.0,4,9,0,0,0,0,62,130000.0
0,5,16.0,3,1,0,0,0,0,141,160000.0
1,0,4.0,1,9,0,0,0,0,142,60000.0
0,0,8.0,3,8,0,0,0,0,78,95000.0
1,3,19.0,3,8,0,0,0,0,55,170000.0
0,0,2.0,0,2,0,0,0,0,115,40000.0
1,0,7.0,2,4,0,0,0,0,169,90000.0
0,5,15.0,3,8,0,0,0,0,95,150000.0
1,0,5.0,1,9,0,0,0,0,114,70000.0
0,0,8.0,2,4,0,0,0,0,164,90000.0
1,3,18.0,1,1,0,0,0,0,46,170000.0
0,0,3.0,1,3,0,0,0,0,123,50000.0
1,0,14.0,2,4,0,0,0,0,100,150000.0
0,5,16.0,0,9,0,0,0,0,166,160000.0
1,0,4.0,3,8,0,0,0,0,112,60000.0
0,0,8.0,2,9,0,0,0,0,90,85000.0
1,3,19.0,2,9,0,0,0,0,55,170000.0
0,0,2.0,4,1,0,0,0,0,115,40000.0
1,0,7.0,2,9,0,0,0,0,169,90000.0
0,5,15.0,3,9,0,0,0,0,95,150000.0
1,3,6.0,0,9,0,0,0,0,32,160000.0
0,0,3.0,1,3,0,0,0,0,1,125000.0
1,3,2.0,2,9,0,0,0,0,7,120000.0
0,0,2.0,3,7,0,0,0,0,2,110000.0
1,5,5.0,2,6,0,0,0,0,32,180000.0
0,0,4.0,0,9,0,0,0,0,1,140000.0
1,0,7.0,4,1,0,0,0,0,7,170000.0
0,3,1.0,2,9,0,0,0,0,2,100000.0
1,5,8.0,3,7,0,0,0,0,32,190000.0
0,0,6.0,3,8,0,0,0,0,1,155000.0
1,3,3.0,1,3,0,0,0,0,7,130000.0
0,0,5.0,4,0,0,0,0,0,2,145000.0
1,5,2.0,4,0,0,0,0,0,32,115000.0
0,0,4.0,4,5,0,0,0,0,1,140000.0
1,0,9.0,2,4,0,0,0,0,7,185000.0
0,3,1.0,0,2,0,0,0,0,2,100000.0
1,5,8.0,1,3,0,0,0,0,32,190000.0
0,0,6.0,3,8,0,0,0,0,1,155000.0
1,3,3.0,0,9,0,0,0,0,7,130000.0
0,0,5.0,0,9,0,0,0,0,2,145000.0
1,0,3.0,2,6,0,0,0,0,1,125000.0
0,3,2.0,4,9,0,0,0,0,7,120000.0
1,0,2.0,4,0,0,0,0,0,2,110000.0
0,5,5.0,2,6,0,0,0,0,32,180000.0
1,0,4.0,4,5,0,0,0,0,1,140000.0
1,0,7.0,2,4,0,0,0,0,7,170000.0
0,3,1.0,0,1,0,0,0,0,2,100000.0
1,5,8.0,1,1,0,0,0,0,32,190000.0
0,0,6.0,0,2,0,0,0,0,1,155000.0
1,3,3.0,1,1,0,0,0,0,7,130000.0
0,0,5.0,1,1,0,0,0,0,2,145000.0
1,5,2.0,3,1,0,0,0,0,32,115000.0
0,0,4.0,0,9,0,0,0,0,1,140000.0
1,0,9.0,1,9,0,0,0,0,7,185000.0
0,3,1.0,2,9,0,0,0,0,2,100000.0
1,5,8.0,3,9,0,0,0,0,32,190000.0
0,0,6.0,0,2,0,0,0,0,1,155000.0
1,3,3.0,1,1,0,0,0,0,7,130000.0
0,0,5.0,1,9,0,0,0,0,2,145000.0
1,0,3.0,0,1,0,0,0,0,1,125000.0
0,3,2.0,4,9,0,0,0,0,7,120000.0
1,0,2.0,0,9,0,0,0,0,2,110000.0
0,5,5.0,1,3,0,0,0,0,32,180000.0
1,0,4.0,0,1,0,0,0,0,1,140000.0
1,0,7.0,4,0,0,0,0,0,7,170000.0
0,3,1.0,1,3,0,0,0,0,2,100000.0
1,5,8.0,0,2,0,0,0,0,32,190000.0
0,0,6.0,2,4,0,0,0,0,1,155000.0
1,3,3.0,3,7,0,0,0,0,7,130000.0
0,0,5.0,2,9,0,0,0,0,2,145000.0
1,5,2.0,0,2,0,0,0,0,32,115000.0
0,0,4.0,2,6,0,0,0,0,1,140000.0
1,0,9.0,2,6,0,0,0,0,7,185000.0
0,3,1.0,2,4,0,0,0,0,2,100000.0
1,5,8.0,4,1,0,0,0,0,32,190000.0
0,0,6.0,0,1,0,0,0,0,1,155000.0
1,3,3.0,0,2,0,0,0,0,7,130000.0
0,0,5.0,0,2,0,0,0,0,2,145000.0
1,0,3.0,1,3,0,0,0,0,1,125000.0
0,3,2.0,3,1,0,0,0,0,7,120000.0
1,0,2.0,2,9,0,0,0,0,2,110000.0
0,5,5.0,4,0,0,0,0,0,32,180000.0
1,0,4.0,1,1,0,0,0,0,1,140000.0
1,0,7.0,2,6,0,0,0,0,7,170000.0
0,3,1.0,0,1,0,0,0,0,2,100000.0
1,5,8.0,4,1,0,0,0,0,32,190000.0
0,0,6.0,2,4,0,0,0,0,1,155000.0
1,3,3.0,4,5,0,0,0,0,7,130000.0
0,0,5.0,4,9,0,0,0,0,2,145000.0
1,5,2.0,2,6,0,0,0,0,32,115000.0
0,0,4.0,4,0,0,0,0,0,1,140000.0
1,0,9.0,2,4,0,0,0,0,7,185000.0
0,3,1.0,3,7,0,0,0,0,2,100000.0
1,5,8.0,3,8,0,0,0,0,32,190000.0
0,0,6.0,0,1,0,0,0,0,1,155000.0
1,3,3.0,4,1,0,0,0,0,7,130000.0
0,0,5.0,0,9,0,0,0,0,2,145000.0
1,5,2.0,2,6,0,0,0,0,32,115000.0
0,0,4.0,4,5,0,0,0,0,1,140000.0
1,0,9.0,3,7,0,0,0,0,7,185000.0
0,3,1.0,0,2,0,0,0,0,2,100000.0
1,5,8.0,2,4,0,0,0,0,32,190000.0
0,0,6.0,4,5,0,0,0,0,1,155000.0
1,3,3.0,1,1,0,0,0,0,7,130000.0
0,0,5.0,0,1,0,0,0,0,2,145000.0
1,0,3.0,0,1,0,0,0,0,1,125000.0
0,3,2.0,0,2,0,0,0,0,7,120000.0
1,0,2.0,0,1,0,0,0,0,2,110000.0
0,5,5.0,4,1,0,0,0,0,32,180000.0
1,0,4.0,4,5,0,0,0,0,1,140000.0
1,0,7.0,1,9,0,0,0,0,7,170000.0
0,3,1.0,3,8,0,0,0,0,2,100000.0
1,5,8.0,2,6,0,0,0,0,32,190000.0
0,0,6.0,4,1,0,0,0,0,1,155000.0
1,3,3.0,3,7,0,0,0,0,7,130000.0
0,0,5.0,0,9,0,0,0,0,2,145000.0
1,5,2.0,0,1,0,0,0,0,32,115000.0
0,0,4.0,2,6,0,0,0,0,1,140000.0
1,0,9.0,2,6,0,0,0,0,7,185000.0
0,3,1.0,1,1,0,0,0,0,2,100000.0
1,5,8.0,3,7,0,0,0,0,32,190000.0
0,0,6.0,3,8,0,0,0,0,1,155000.0
1,3,3.0,3,1,0,0,0,0,7,130000.0
0,0,5.0,2,4,0,0,0,0,2,145000.0
1,5,2.0,3,8,0,0,0,0,32,115000.0
0,0,4.0,2,4,0,0,0,0,1,140000.0
1,0,9.0,2,9,0,0,0,0,7,185000.0
0,3,1.0,3,9,0,0,0,0,2,100000.0
1,5,8.0,3,7,0,0,0,0,32,190000.0
0,0,6.0,2,4,0,0,0,0,1,155000.0
1,3,3.0,1,9,0,0,0,0,7,130000.0
0,0,5.0,4,9,0,0,0,0,2,145000.0
1,5,2.0,3,7,0,0,0,0,32,115000.0
0,0,4.0,4,9,0,0,0,0,1,140000.0
1,0,9.0,0,1,0,0,0,0,7,185000.0
0,3,1.0,0,1,0,0,0,0,2,100000.0
1,5,8.0,1,1,0,0,0,0,32,190000.0
0,0,6.0,0,2,0,0,0,0,1,155000.0
1,3,3.0,1,1,0,0,0,0,7,130000.0
0,0,5.0,2,4,0,0,0,0,2,145000.0
1,5,2.0,0,9,0,0,0,0,32,115000.0
0,0,4.0,2,4,0,0,0,0,1,140000.0
1,0,9.0,1,9,0,0,0,0,7,185000.0
0,3,1.0,2,6,0,0,0,0,2,100000.0
1,5,8.0,3,7,0,0,0,0,32,190000.0
0,0,6.0,4,9,0,0,0,0,1,155000.0
1,3,3.0,0,9,0,0,0,0,7,130000.0
0,0,5.0,4,5,0,0,0,0,2,145000.0
1,5,2.0,3,8,0,0,0,0,32,115000.0
0,0,4.0,1,1,0,0,0,0,1,140000.0
1,0,9.0,0,2,0,0,0,0,7,185000.0
1,0,3.0,0,2,0,0,0,0,2,130000.0
0,3,6.0,3,1,0,0,0,0,32,180000.0
1,0,8.0,0,9,0,0,0,0,1,190000.0
0,0,4.0,3,8,0,0,0,0,7,150000.0
1,0,1.0,2,4,0,0,0,0,2,90000.0
0,3,9.0,3,1,0,0,0,0,32,195000.0
1,0,5.0,2,9,0,0,0,0,1,160000.0
0,3,11.0,4,0,0,0,0,0,7,198000.0
1,0,2.0,4,5,0,0,0,0,2,110000.0
0,5,7.0,2,6,0,0,0,0,32,185000.0
1,0,4.0,3,7,0,0,0,0,1,140000.0
