Gender,Education_Level,Years_of_Experience,Country,Race,Job_Title_Vec_1,Job_Title_Vec_2,Job_Title_Vec_3,Job_Title_Vec_4,Job_Title_Vec_5,Salary
1,0,2.0,3,4,0,0,0,3,40,40000.0
0,2,9.0,4,1,0,0,1,15,31,95000.0
1,0,18.0,3,4,0,0,10,9,2,110000.0
0,0,4.0,4,4,0,0,0,4,11,50000.0
1,2,8.0,1,4,0,0,1,13,17,105000.0
0,2,21.0,3,4,0,0,0,6,9,160000.0
1,0,3.0,2,4,0,0,3,43,19,45000.0
0,2,12.0,1,1,0,0,1,59,8,100000.0
1,3,22.0,4,2,0,0,1,35,20,160000.0
1,0,1.0,3,3,0,0,3,10,34,35000.0
0,0,10.0,1,1,0,0,0,67,68,55000.0
1,2,19.0,1,1,0,0,1,22,2,140000.0
0,0,4.0,1,4,0,0,3,4,2,50000.0
1,0,7.0,0,0,0,0,3,14,5,60000.0
0,2,14.0,0,4,0,1,16,4,2,120000.0
1,0,2.0,4,4,0,0,3,18,5,40000.0
0,2,13.0,0,4,0,0,1,4,2,110000.0
1,0,5.0,4,2,0,0,3,13,17,50000.0
1,0,20.0,2,4,0,0,1,10,2,135000.0
0,2,1.5,0,0,0,0,3,4,8,40000.0
1,0,8.0,0,0,0,0,1,18,5,90000.0
0,3,16.0,2,0,0,0,1,14,20,150000.0
1,0,4.0,3,4,0,0,3,22,2,60000.0
0,0,10.0,4,1,0,0,0,1,40,80000.0
1,2,19.0,1,1,0,0,0,6,10,175000.0
0,0,3.0,0,4,0,0,0,3,38,45000.0
1,2,11.0,1,1,0,1,18,30,2,120000.0
0,3,18.0,0,0,0,0,1,16,19,140000.0
1,0,2.0,4,0,0,3,25,28,8,35000.0
0,2,9.0,1,4,0,0,1,4,5,95000.0
1,0,14.0,4,1,0,1,26,28,8,110000.0
0,0,5.0,4,0,0,0,3,21,5,50000.0
1,2,7.0,2,0,0,0,1,9,2,115000.0
0,3,23.0,2,0,0,0,6,23,24,185000.0
1,0,2.0,0,4,0,0,3,13,12,40000.0
0,0,12.0,4,0,0,0,1,10,34,90000.0
1,2,21.0,4,0,0,0,6,16,80,175000.0
0,0,3.0,3,3,0,0,0,3,49,45000.0
1,0,7.0,2,4,0,0,1,4,11,80000.0
0,2,13.0,2,0,0,1,23,24,2,120000.0
1,0,1.5,2,4,0,3,18,30,36,35000.0
0,0,14.0,0,4,0,0,1,33,2,110000.0
1,3,18.0,1,1,0,0,0,1,52,150000.0
0,0,4.0,2,0,0,0,3,15,11,50000.0
1,2,9.0,2,0,0,0,1,13,12,105000.0
0,2,20.0,0,4,0,0,0,6,50,180000.0
1,0,2.0,1,0,0,0,3,4,11,40000.0
1,0,7.0,3,4,0,0,0,13,12,115000.0
1,0,16.0,3,4,0,0,1,22,2,140000.0
0,2,1.5,1,0,0,0,3,14,20,45000.0
1,0,7.0,2,4,0,0,1,9,5,85000.0
0,3,18.0,3,0,0,0,1,4,2,140000.0
1,0,4.0,3,4,0,0,0,3,40,50000.0
0,0,10.0,3,0,0,1,23,24,11,80000.0
1,2,20.0,4,0,0,0,0,6,9,170000.0
0,0,2.0,3,4,0,0,3,10,34,40000.0
1,2,9.0,2,0,0,0,1,18,5,105000.0
0,3,15.0,4,2,0,0,1,32,19,145000.0
1,0,2.0,4,2,0,0,3,16,2,40000.0
0,0,8.0,4,1,0,0,1,4,8,85000.0
1,0,14.0,2,0,0,1,26,22,2,130000.0
0,2,6.0,1,4,0,0,1,21,5,95000.0
1,0,9.0,3,3,0,1,81,82,5,100000.0
0,3,22.0,2,0,0,0,6,10,4,180000.0
1,0,1.5,3,4,0,0,3,9,5,35000.0
0,0,12.0,4,1,0,0,1,33,48,95000.0
1,2,19.0,0,0,0,0,6,18,30,170000.0
0,0,3.0,0,4,0,3,27,29,2,45000.0
1,0,7.0,2,0,0,0,1,16,2,95000.0
0,2,13.0,3,4,0,1,23,24,8,120000.0
1,0,2.0,4,1,0,0,3,18,5,40000.0
0,0,11.0,1,0,0,0,1,4,11,90000.0
1,3,17.0,3,0,0,0,1,14,5,155000.0
0,0,5.0,0,0,0,0,3,33,2,55000.0
1,2,9.0,1,0,0,0,1,13,17,110000.0
0,2,21.0,3,3,0,0,6,23,84,180000.0
1,0,3.0,3,4,0,0,3,85,11,45000.0
1,0,16.0,4,0,0,0,1,10,2,130000.0
0,2,1.5,4,2,0,0,3,32,19,45000.0
1,0,7.0,1,4,0,0,0,1,40,90000.0
0,3,17.0,3,3,0,0,1,4,6,160000.0
1,0,4.0,2,0,0,0,3,15,31,50000.0
0,0,10.0,0,0,0,0,1,9,2,120000.0
1,2,20.0,0,4,0,0,0,6,50,170000.0
0,0,2.0,2,0,0,0,3,4,11,40000.0
1,2,9.0,2,4,0,0,1,26,39,110000.0
0,3,15.0,2,0,0,0,1,16,19,150000.0
1,0,2.0,4,0,0,3,18,30,36,40000.0
0,0,8.0,4,4,0,0,1,4,5,85000.0
1,0,14.0,2,0,0,0,1,13,12,130000.0
0,2,6.0,3,4,0,0,1,21,44,100000.0
1,0,9.0,1,4,0,0,1,22,11,95000.0
0,3,22.0,0,4,0,0,0,6,9,180000.0
1,0,1.5,3,0,0,3,18,9,5,35000.0
0,0,12.0,2,0,0,0,1,10,34,100000.0
1,2,19.0,4,2,0,0,0,6,4,170000.0
0,0,3.0,3,4,0,3,27,29,8,45000.0
1,0,7.0,4,2,0,1,16,30,2,100000.0
0,2,13.0,2,4,0,1,23,24,2,140000.0
1,0,2.0,0,4,0,0,3,21,5,40000.0
0,0,11.0,3,4,0,0,1,4,2,105000.0
1,3,18.0,1,4,0,0,1,14,20,160000.0
0,0,5.0,0,0,0,0,3,9,2,70000.0
1,2,9.0,0,4,0,0,1,13,86,120000.0
0,2,21.0,4,2,0,0,6,23,24,190000.0
1,0,3.0,1,1,0,0,3,4,8,45000.0
1,0,15.0,1,0,0,0,1,22,2,120000.0
0,2,1.5,2,4,0,0,3,35,20,50000.0
1,0,8.0,1,4,0,0,1,9,5,85000.0
0,3,13.0,1,4,0,0,1,4,2,140000.0
1,0,3.0,0,4,0,0,3,10,34,45000.0
0,0,9.0,3,4,0,0,1,21,5,100000.0
1,2,16.0,0,0,0,0,1,13,17,140000.0
0,0,5.0,1,0,0,0,3,9,5,70000.0
1,0,10.0,1,1,0,0,1,4,8,120000.0
0,3,18.0,1,4,0,0,1,15,2,160000.0
1,0,1.5,0,4,0,0,3,18,5,40000.0
0,0,10.0,2,0,0,0,1,16,2,120000.0
1,3,19.0,3,0,0,0,1,14,5,150000.0
0,0,6.0,4,0,0,0,3,4,5,70000.0
1,0,8.0,4,4,0,0,1,9,2,95000.0
0,2,21.0,1,4,0,0,0,6,4,180000.0
1,0,3.0,1,1,0,0,3,21,5,50000.0
0,0,11.0,4,1,0,0,1,22,11,95000.0
1,2,20.0,1,4,0,0,0,6,9,170000.0
0,0,2.0,4,4,0,0,3,4,11,40000.0
1,2,9.0,0,4,0,0,1,26,39,110000.0
0,3,15.0,2,0,0,0,1,16,19,150000.0
1,0,2.0,4,0,0,3,18,30,36,40000.0
0,0,8.0,1,4,0,0,1,4,5,85000.0
1,0,14.0,0,4,0,0,1,13,12,130000.0
0,2,6.0,0,4,0,0,1,21,44,100000.0
1,0,9.0,3,0,0,0,1,22,11,95000.0
0,3,22.0,0,4,0,0,0,6,9,180000.0
1,0,7.0,1,4,0,0,0,13,12,115000.0
0,0,10.0,4,1,0,0,1,21,2,120000.0
1,3,18.0,2,0,0,0,1,14,20,160000.0
0,0,3.0,0,4,0,0,3,4,11,50000.0
1,0,12.0,1,1,0,0,1,9,2,110000.0
0,0,1.5,4,1,0,0,3,10,34,40000.0
1,0,8.0,3,4,0,0,1,4,8,95000.0
0,2,15.0,2,0,0,0,1,15,8,140000.0
1,0,4.0,2,0,0,0,3,9,2,60000.0
0,0,9.0,2,4,0,0,1,4,11,110000.0
1,3,16.0,0,0,0,0,1,14,12,150000.0
0,0,4.0,3,4,0,0,3,4,2,60000.0
1,0,8.0,0,4,0,0,1,21,5,90000.0
0,2,20.0,3,3,0,0,0,6,4,180000.0
1,0,2.0,0,4,0,0,3,18,5,40000.0
0,0,9.0,3,0,0,0,1,22,2,120000.0
1,3,17.0,3,0,0,0,1,14,5,160000.0
0,0,5.0,3,3,0,0,3,21,5,70000.0
1,0,8.0,0,0,0,0,1,16,2,95000.0
0,2,21.0,3,3,0,0,0,6,9,180000.0
1,0,3.0,4,2,0,0,3,9,5,50000.0
0,0,11.0,1,1,0,0,1,22,11,95000.0
1,2,19.0,1,4,0,0,0,6,4,170000.0
0,0,1.5,0,4,0,3,18,30,36,35000.0
1,0,9.0,1,4,0,0,1,21,2,100000.0
0,3,15.0,2,4,0,0,1,16,19,150000.0
1,0,4.0,1,1,0,0,3,18,5,60000.0
0,0,8.0,2,0,0,0,1,4,5,85000.0
1,0,13.0,1,4,0,0,1,13,12,130000.0
1,0,4.0,2,0,0,0,3,16,2,65000.0
0,0,10.0,0,0,0,0,1,18,5,110000.0
1,3,21.0,4,0,0,0,0,6,9,180000.0
0,0,2.0,0,4,0,0,3,4,8,40000.0
1,0,7.0,4,2,0,1,18,30,2,90000.0
0,2,14.0,3,4,0,0,1,15,2,140000.0
1,0,4.0,2,0,0,0,3,21,5,60000.0
0,0,12.0,0,0,0,0,1,4,2,130000.0
1,3,16.0,0,0,0,0,1,14,20,160000.0
0,0,2.0,0,4,0,0,3,9,11,40000.0
1,0,9.0,3,3,0,0,1,4,5,100000.0
0,2,20.0,4,2,0,0,0,6,15,180000.0
1,0,3.0,1,1,0,0,3,22,2,55000.0
0,0,9.0,1,0,0,0,1,9,11,120000.0
1,3,16.0,1,1,0,0,1,14,12,150000.0
0,0,5.0,3,3,0,0,3,4,2,70000.0
1,0,8.0,2,0,0,0,1,18,5,95000.0
0,2,21.0,2,4,0,0,0,6,4,180000.0
1,0,3.0,1,1,0,0,3,9,5,50000.0
0,0,12.0,0,4,0,0,1,22,2,120000.0
1,2,19.0,3,4,0,0,0,6,4,170000.0
0,0,1.5,0,4,0,3,18,30,36,35000.0
1,0,9.0,0,0,0,0,1,21,2,100000.0
0,3,15.0,0,0,0,0,1,16,19,150000.0
1,0,4.0,3,4,0,0,3,18,5,60000.0
0,0,8.0,1,1,0,0,1,4,5,85000.0
1,0,13.0,0,4,0,0,1,13,12,130000.0
0,2,6.0,1,4,0,0,1,21,44,80000.0
1,0,8.0,1,4,0,0,1,4,8,95000.0
0,0,2.0,3,4,0,0,3,15,11,40000.0
1,0,10.0,2,0,0,1,18,30,2,120000.0
0,2,16.0,1,1,0,0,1,4,2,160000.0
1,0,4.0,4,2,0,0,3,21,44,65000.0
0,0,12.0,1,4,0,0,1,22,2,130000.0
1,3,20.0,2,4,0,0,0,6,87,180000.0
0,0,2.0,0,4,0,0,3,4,5,40000.0
1,0,9.0,3,0,0,0,1,9,2,100000.0
0,3,15.0,4,1,0,0,1,14,20,150000.0
1,0,3.0,1,4,0,0,3,4,11,55000.0
0,0,10.0,2,4,0,0,1,18,5,110000.0
1,2,21.0,2,0,0,0,0,6,4,180000.0
0,0,3.0,2,0,0,3,18,30,36,50000.0
1,0,12.0,0,4,0,0,1,21,5,130000.0
0,3,16.0,0,0,0,0,1,32,19,160000.0
1,0,4.0,1,0,0,0,3,16,2,60000.0
0,0,8.0,2,0,0,0,1,4,2,95000.0
1,2,19.0,2,0,0,0,0,6,9,170000.0
0,0,2.0,3,3,0,0,3,22,2,40000.0
1,0,7.0,3,0,0,0,1,9,11,90000.0
0,3,15.0,3,4,0,0,1,18,5,150000.0
1,0,5.0,3,4,0,0,3,4,8,70000.0
0,0,8.0,0,4,0,0,1,21,2,90000.0
1,2,18.0,2,0,0,0,0,6,4,170000.0
0,0,3.0,3,0,0,0,3,21,5,50000.0
1,0,14.0,1,4,0,0,1,16,2,150000.0
0,3,16.0,1,0,0,0,1,14,12,160000.0
1,0,4.0,1,1,0,0,3,18,5,60000.0
0,0,8.0,1,0,0,0,1,4,5,85000.0
1,2,19.0,2,0,0,0,0,6,87,180000.0
0,0,1.0,1,0,0,0,3,9,2,35000.0
1,0,8.0,4,0,0,1,18,30,2,110000.0
0,3,16.0,2,0,0,0,1,14,20,160000.0
1,0,3.0,1,1,0,0,3,4,11,55000.0
0,0,10.0,1,1,0,0,1,18,5,110000.0
1,2,21.0,1,0,0,0,0,6,4,180000.0
0,0,3.0,1,1,0,3,18,30,36,50000.0
1,0,12.0,4,4,0,0,1,21,5,130000.0
0,3,16.0,3,0,0,0,1,32,19,160000.0
1,0,4.0,1,4,0,0,3,16,2,60000.0
0,0,8.0,3,4,0,0,1,4,2,95000.0
1,2,19.0,3,4,0,0,0,6,9,170000.0
0,0,2.0,0,4,0,0,3,22,2,40000.0
1,0,7.0,2,0,0,0,1,9,11,90000.0
0,3,15.0,3,4,0,0,1,18,5,150000.0
1,0,5.0,1,4,0,0,3,4,8,70000.0
0,0,8.0,2,0,0,0,1,21,2,90000.0
1,2,18.0,1,0,0,0,0,6,4,170000.0
0,0,3.0,1,1,0,0,3,21,5,50000.0
1,0,14.0,2,0,0,0,1,16,2,150000.0
0,3,16.0,0,4,0,0,1,14,12,160000.0
1,0,4.0,3,4,0,0,3,18,5,60000.0
0,0,8.0,2,4,0,0,1,4,5,85000.0
1,2,19.0,2,4,0,0,0,6,9,170000.0
0,0,2.0,4,0,0,0,3,22,2,40000.0
1,0,7.0,2,4,0,0,1,9,11,90000.0
0,3,15.0,3,4,0,0,1,18,5,150000.0
1,2,6.0,0,4,0,0,0,14,20,160000.0
0,0,3.0,1,1,0,0,0,13,12,125000.0
1,2,2.0,2,4,0,0,0,16,2,120000.0
0,0,2.0,3,3,0,0,0,14,5,110000.0
1,3,5.0,2,0,0,0,0,14,20,180000.0
0,0,4.0,0,4,0,0,0,13,12,140000.0
1,0,7.0,4,0,0,0,0,16,2,170000.0
0,2,1.0,2,4,0,0,0,14,5,100000.0
1,3,8.0,3,3,0,0,0,14,20,190000.0
0,0,6.0,3,4,0,0,0,13,12,155000.0
1,2,3.0,1,1,0,0,0,16,2,130000.0
0,0,5.0,4,1,0,0,0,14,5,145000.0
1,3,2.0,4,1,0,0,0,14,20,115000.0
0,0,4.0,4,2,0,0,0,13,12,140000.0
1,0,9.0,2,0,0,0,0,16,2,185000.0
0,2,1.0,0,4,0,0,0,14,5,100000.0
1,3,8.0,1,1,0,0,0,14,20,190000.0
0,0,6.0,3,4,0,0,0,13,12,155000.0
1,2,3.0,0,4,0,0,0,16,2,130000.0
0,0,5.0,0,4,0,0,0,14,5,145000.0
1,0,3.0,2,0,0,0,0,13,12,125000.0
0,2,2.0,4,4,0,0,0,16,2,120000.0
1,0,2.0,4,1,0,0,0,14,5,110000.0
0,3,5.0,2,0,0,0,0,14,20,180000.0
1,0,4.0,4,2,0,0,0,13,12,140000.0
1,0,7.0,2,0,0,0,0,16,2,170000.0
0,2,1.0,0,0,0,0,0,14,5,100000.0
1,3,8.0,1,0,0,0,0,14,20,190000.0
0,0,6.0,0,4,0,0,0,13,12,155000.0
1,2,3.0,1,0,0,0,0,16,2,130000.0
0,0,5.0,1,0,0,0,0,14,5,145000.0
1,3,2.0,3,0,0,0,0,14,20,115000.0
0,0,4.0,0,4,0,0,0,13,12,140000.0
1,0,9.0,1,4,0,0,0,16,2,185000.0
0,2,1.0,2,4,0,0,0,14,5,100000.0
1,3,8.0,3,4,0,0,0,14,20,190000.0
0,0,6.0,0,4,0,0,0,13,12,155000.0
1,2,3.0,1,0,0,0,0,16,2,130000.0
0,0,5.0,1,4,0,0,0,14,5,145000.0
1,0,3.0,0,0,0,0,0,13,12,125000.0
0,2,2.0,4,4,0,0,0,16,2,120000.0
1,0,2.0,0,4,0,0,0,14,5,110000.0
0,3,5.0,1,1,0,0,0,14,20,180000.0
1,0,4.0,0,0,0,0,0,13,12,140000.0
1,0,7.0,4,1,0,0,0,16,2,170000.0
0,2,1.0,1,1,0,0,0,14,5,100000.0
1,3,8.0,0,4,0,0,0,14,20,190000.0
0,0,6.0,2,0,0,0,0,13,12,155000.0
1,2,3.0,3,3,0,0,0,16,2,130000.0
0,0,5.0,2,4,0,0,0,14,5,145000.0
1,3,2.0,0,4,0,0,0,14,20,115000.0
0,0,4.0,2,0,0,0,0,13,12,140000.0
1,0,9.0,2,0,0,0,0,16,2,185000.0
0,2,1.0,2,0,0,0,0,14,5,100000.0
1,3,8.0,4,0,0,0,0,14,20,190000.0
0,0,6.0,0,0,0,0,0,13,12,155000.0
1,2,3.0,0,4,0,0,0,16,2,130000.0
0,0,5.0,0,4,0,0,0,14,5,145000.0
1,0,3.0,1,1,0,0,0,13,12,125000.0
0,2,2.0,3,0,0,0,0,16,2,120000.0
1,0,2.0,2,4,0,0,0,14,5,110000.0
0,3,5.0,4,1,0,0,0,14,20,180000.0
1,0,4.0,1,0,0,0,0,13,12,140000.0
1,0,7.0,2,0,0,0,0,16,2,170000.0
0,2,1.0,0,0,0,0,0,14,5,100000.0
1,3,8.0,4,0,0,0,0,14,20,190000.0
0,0,6.0,2,0,0,0,0,13,12,155000.0
1,2,3.0,4,2,0,0,0,16,2,130000.0
0,0,5.0,4,4,0,0,0,14,5,145000.0
1,3,2.0,2,0,0,0,0,14,20,115000.0
0,0,4.0,4,1,0,0,0,13,12,140000.0
1,0,9.0,2,0,0,0,0,16,2,185000.0
0,2,1.0,3,3,0,0,0,14,5,100000.0
1,3,8.0,3,4,0,0,0,14,20,190000.0
0,0,6.0,0,0,0,0,0,13,12,155000.0
1,2,3.0,4,0,0,0,0,16,2,130000.0
0,0,5.0,0,4,0,0,0,14,5,145000.0
1,3,2.0,2,0,0,0,0,14,20,115000.0
0,0,4.0,4,2,0,0,0,13,12,140000.0
1,0,9.0,3,3,0,0,0,16,2,185000.0
0,2,1.0,0,4,0,0,0,14,5,100000.0
1,3,8.0,2,0,0,0,0,14,20,190000.0
0,0,6.0,4,2,0,0,0,13,12,155000.0
1,2,3.0,1,0,0,0,0,16,2,130000.0
0,0,5.0,0,0,0,0,0,14,5,145000.0
1,0,3.0,0,0,0,0,0,13,12,125000.0
0,2,2.0,0,4,0,0,0,16,2,120000.0
1,0,2.0,0,0,0,0,0,14,5,110000.0
0,3,5.0,4,0,0,0,0,14,20,180000.0
1,0,4.0,4,2,0,0,0,13,12,140000.0
1,0,7.0,1,4,0,0,0,16,2,170000.0
0,2,1.0,3,4,0,0,0,14,5,100000.0
1,3,8.0,2,0,0,0,0,14,20,190000.0
0,0,6.0,4,0,0,0,0,13,12,155000.0
1,2,3.0,3,3,0,0,0,16,2,130000.0
0,0,5.0,0,4,0,0,0,14,5,145000.0
1,3,2.0,0,0,0,0,0,14,20,115000.0
0,0,4.0,2,0,0,0,0,13,12,140000.0
1,0,9.0,2,0,0,0,0,16,2,185000.0
0,2,1.0,1,0,0,0,0,14,5,100000.0
1,3,8.0,3,3,0,0,0,14,20,190000.0
0,0,6.0,3,4,0,0,0,13,12,155000.0
1,2,3.0,3,0,0,0,0,16,2,130000.0
0,0,5.0,2,0,0,0,0,14,5,145000.0
1,3,2.0,3,4,0,0,0,14,20,115000.0
0,0,4.0,2,0,0,0,0,13,12,140000.0
1,0,9.0,2,4,0,0,0,16,2,185000.0
0,2,1.0,3,4,0,0,0,14,5,100000.0
1,3,8.0,3,3,0,0,0,14,20,190000.0
0,0,6.0,2,0,0,0,0,13,12,155000.0
1,2,3.0,1,4,0,0,0,16,2,130000.0
0,0,5.0,4,4,0,0,0,14,5,145000.0
1,3,2.0,3,3,0,0,0,14,20,115000.0
0,0,4.0,4,4,0,0,0,13,12,140000.0
1,0,9.0,0,0,0,0,0,16,2,185000.0
0,2,1.0,0,0,0,0,0,14,5,100000.0
1,3,8.0,1,0,0,0,0,14,20,190000.0
0,0,6.0,0,4,0,0,0,13,12,155000.0
1,2,3.0,1,0,0,0,0,16,2,130000.0
0,0,5.0,2,0,0,0,0,14,5,145000.0
1,3,2.0,0,4,0,0,0,14,20,115000.0
0,0,4.0,2,0,0,0,0,13,12,140000.0
1,0,9.0,1,4,0,0,0,16,2,185000.0
0,2,1.0,2,0,0,0,0,14,5,100000.0
1,3,8.0,3,3,0,0,0,14,20,190000.0
0,0,6.0,4,4,0,0,0,13,12,155000.0
1,2,3.0,0,4,0,0,0,16,2,130000.0
0,0,5.0,4,2,0,0,0,14,5,145000.0
1,3,2.0,3,4,0,0,0,14,20,115000.0
0,0,4.0,1,0,0,0,0,13,12,140000.0
1,0,9.0,0,4,0,0,0,16,2,185000.0
1,0,3.0,0,4,0,0,0,14,5,130000.0
0,2,6.0,3,0,0,0,0,14,20,180000.0
1,0,8.0,0,4,0,0,0,13,12,190000.0
0,0,4.0,3,4,0,0,0,16,2,150000.0
1,0,1.0,2,0,0,0,0,14,5,90000.0
0,2,9.0,3,0,0,0,0,14,20,195000.0
1,0,5.0,2,4,0,0,0,13,12,160000.0
0,2,11.0,4,1,0,0,0,16,2,198000.0
1,0,2.0,4,2,0,0,0,14,5,110000.0
